url,democrat.vote,republican.vote,bias
http://news.yahoo.com/surveillance-critics-face-obama-oval-office-234633724.html,-1,0,-1
http://online.wsj.com/article/SB10001424127887324216004578483203153773048.html,-1,1,-2
http://video.foxnews.com/v/2426855339001/huckabee-im-james-rosen-and-so-are-you/,-1,0,-1
http://online.wsj.com/article/SB10001424127887324715704578478851998004528.html,-1,0,-1
"http://www.latimes.com/news/nationworld/nation/la-na-inaugural-pastor-20130111,0,1750081.story",0,0,0
http://www.breitbart.com/Big-Journalism/2013/06/05/Politico-Coordinates-with-democrats-attacks-Victims-of-IRS,-2,1,-3
http://www.breitbart.com/Big-Government/2013/05/16/10-Questions-Obama-Must-Answer-On-IRS-Scandal,-1,0,-1
http://www.foxnews.com/politics/2013/06/21/fbi-under-pressure-to-explain-drone-use-as-obama-names-new-director/,0,0,0
http://usnews.nbcnews.com/_news/2013/05/13/18232170-5-unanswered-questions-about-the-irs-targeting-of-conservative-groups,-1,0,-1
http://www.foxnews.com/opinion/2013/10/20/obamas-fingerpints-all-over-irs-tea-party-scandal/print,-2,0,-2
http://firstread.nbcnews.com/_news/2013/05/20/18374920-first-thoughts-scandal-or-bureaucratic-incompetency,-1,1,-2
http://www.usatoday.com/story/news/politics/2013/06/21/mcconnell-free-speech-obama-irs-scandal/2445967/,-2,2,-4
http://news.yahoo.com/snowden-mass-surveillance-making-us-less-safe-124458045.html,0,0,0
http://www.bbc.co.uk/news/world-us-canada-22049070,-1,0,-1
http://www.washingtonpost.com/politics/sarah-palin-lampoons-dc-at-faith-and-freedom-coalition-conference/2013/06/15/0e0bcd7a-d5ee-11e2-8cbe-1bcbee06f8f8_story.html,-2,0,-2
http://www.bbc.co.uk/news/world-us-canada-25457979,2,0,2
"http://www.chicagotribune.com/news/local/breaking/chi-durbin-kirk-differ-about-marijuana-20131107,0,3938849.story",0,0,0
"http://www.chicagotribune.com/news/politics/clout/chi-illinois-senate-votes-medical-marijuana-20130517,0,5344892.story",0,0,0
http://www.bbc.co.uk/news/world-us-canada-21674166,1,0,1
"http://www.latimes.com/news/local/la-court-california-cities-can-ban-pot-shops-20130506,0,81549.story",0,0,0
http://www.washingtonpost.com/opinions/dana-milbank-rep-steve-kings-rotten-tomatoes/2013/07/24/adace7d8-f4b1-11e2-aa2e-4088616498b4_story.html,0,-2,2
"http://www.chicagotribune.com/business/ct-biz-1027-workplace-marijuana--20131027,0,3038787.story",0,0,0
http://www.nytimes.com/2013/12/20/us/obama-commuting-sentences-in-crack-cocaine-cases.html,1,-1,2
"http://www.chicagotribune.com/news/local/breaking/chi-obama-orders-release-of-man-jailed-for-life-for-nonviolent-crime-at-17-20131219,0,1910583.story",1,0,1
http://www.nytimes.com/2013/08/02/opinion/sentencing-reform-starts-to-pay-off.html,0,0,0
http://www.nytimes.com/2013/12/20/us/obama-commuting-sentences-in-crack-cocaine-cases.html,0,0,0
http://www.reuters.com/article/2013/07/09/us-usa-marijuana-fox-idUSBRE96800N20130709,0,0,0
http://www.reuters.com/article/2013/01/05/us-usa-kennedy-marijuana-idUSBRE9040AF20130105,-1,2,-3
"http://www.latimes.com/nation/la-na-yakama-pot-20131222,0,2255589.story",0,0,0
http://www.bbc.co.uk/news/world-latin-america-25315215,0,0,0
http://www.breitbart.com/Big-Government/2013/04/19/Schumer-urges-Senators-media-not-to-conflate-Boston-bombings-with-immigration-bill-then-does-it-himself,-1,0,-1
http://www.usatoday.com/story/news/nation/2013/09/23/stateline-food-stamps/2854121/,1,2,-1
http://news.yahoo.com/stores-free-rein-recoup-shoplifting-170838818.html,0,0,0
http://www.nytimes.com/2013/06/20/opinion/blow-a-nation-divided-against-itself.html,0,-1,1
http://worldnews.nbcnews.com/_news/2013/11/05/21322048-anonymous-million-mask-march-protests-corruption-corporations,0,0,0
"http://www.latimes.com/nation/la-na-california-food-stamps-20130818,0,3614987,full.story",0,-1,1
"http://www.chicagotribune.com/news/politics/sns-rt-us-usa-agriculture-food-20130919,0,5677637.story",0,-1,1
http://online.wsj.com/article/SB10001424127887324715704578482823301630836.html,1,-1,2
http://online.wsj.com/article/SB10001424127887323495604578539283518855020.html,0,0,0
http://www.washingtonpost.com/local/dc-politics/dc-council-approves-living-wage-bill-over-wal-mart-ultimatum/2013/07/10/724aab6e-e96f-11e2-a301-ea5a8116d211_story.html,0,0,0
http://www.usatoday.com/story/opinion/2013/09/16/syria-irs-lerner-column/2816277/,-1,1,-2
"http://www.chicagotribune.com/news/local/ct-met-illinois-pension-reform-0628-20130628,0,7349187.story",-1,0,-1
"http://www.latimes.com/business/la-fi-shutdown-worker-impact-20131012,0,699148.story",0,0,0
http://blogs.reuters.com/great-debate/2013/02/14/why-do-unions-seek-exemption-from-anti-stalking-laws/,0,0,0
http://www.usatoday.com/story/money/business/2013/12/01/emergency-unemployment-compensation-euc-deadline/3773049/,-1,-1,0
http://www.reuters.com/article/2013/03/01/us-usa-detroit-emergency-idUSBRE9200TI20130301,1,-1,2
http://money.cnn.com/2013/02/28/news/economy/spending-cuts/index.html,-1,-1,0
http://www.reuters.com/article/2013/06/04/usa-agriculture-foodaid-idUSL1N0EF1TG20130604,1,0,1
http://www.dailykos.com/story/2013/10/26/1250736/-Bill-Maher-Tired-Of-Helping-Companies-Pay-Workers-Hike-Minimum-Wage-VIDEO,2,-2,4
http://www.reuters.com/article/2013/07/27/us-usa-detroit-idUSBRE96Q0A220130727,0,0,0
http://www.washingtonpost.com/blogs/federal-eye/wp/2013/03/19/pay-raise-on-way-out-furloughs-on-way-in/,-1,0,-1
http://video.foxnews.com/v/2513429983001/lawmaker-to-irs-chief-this-report-is-a-sham/,0,0,0
http://www.foxnews.com/opinion/2013/02/13/inside-obama-mind-at-his-state-union-address/,0,0,0
http://www.dailykos.com/story/2013/06/16/1216376/-About-Jan-Brewer,0,0,0
http://www.dailykos.com/story/2013/06/18/1216975/-NYC-Council-Race-Yetta-Kurland-vs-Derivatives-Man,1,0,1
http://www.breitbart.com/Big-Government/2013/10/26/ObamaCare-your-tax-dollars-fund-abortion,1,0,1
"http://www.chicagotribune.com/news/local/ct-met-illinois-gambling-expansion-0502-20130502,0,1776207.story",0,0,0
http://www.huffingtonpost.com/2013/12/21/obama-2013_n_4482381.html,-1,1,-2
http://news.yahoo.com/fast-food-strikes-return-amid-push-wage-hikes-114457533--finance.html,0,0,0
http://www.usatoday.com/story/theoval/2013/12/13/obama-congress-mayors-unemployment-insurance-budget-deal/4014659/,0,0,0
http://www.foxnews.com/politics/2013/02/18/come-to-us-live-on-dole-senator-says-immigration-stats-show-welfare-rules-not/,-1,0,-1
http://www.reuters.com/article/2013/10/30/us-usa-nutrition-food-stamps-idUSBRE99T0ZI20131030,1,-1,2
http://blogs.wsj.com/economics/2013/03/08/concerns-within-lower-unemployment-rate/,1,-1,2
"http://www.latimes.com/business/la-fi-unemployment-benefits-cutoff-20131225,0,2875704.story",0,0,0
http://www.cnn.com/2013/04/25/opinion/brazile-katrina-bush/index.html,2,2,0
http://www.cnn.com/2013/11/03/world/europe/edward-snowden-manifesto/index.html,0,0,0
http://online.wsj.com/article/SB10001424127887323798104578452451842076428.html,0,1,-1
http://news.yahoo.com/audit-usda-paid-millions-in-federal-aid-to-dead-farmers-172308601.html,0,0,0
http://www.huffingtonpost.com/robert-reich/american-inequality_b_3745493.html,-1,-1,0
http://www.dailykos.com/story/2013/06/05/1214080/-All-that-is-wrong-with-the-economy-in-one-graph,0,-1,1
http://www.usatoday.com/story/news/nation/2013/05/13/monsanto-patent-grain-biotechnology-soybeans-supreme-court/2116333/,0,0,0
http://www.washingtonpost.com/blogs/wonkblog/wp/2013/09/06/the-five-worst-things-about-this-crummy-jobs-report/,-2,-1,-1
http://www.dailykos.com/story/2013/10/26/1250736/-Bill-Maher-Tired-Of-Helping-Companies-Pay-Workers-Hike-Minimum-Wage-VIDEO,0,0,0
http://www.nytimes.com/2013/07/15/opinion/krugman-hunger-games-usa.html,-1,-1,0
http://www.breitbart.com/Big-Government/2013/07/14/March-For-Jobs-to-hear-from-American-people-over-special-interest-groups-on-amnesty-with-special-Breitbart-News-broadcast,0,1,-1
http://www.foxnews.com/politics/2013/08/03/new-laws-make-criminal-pasts-off-limits-in-california-city/,1,0,1
http://blogs.wsj.com/developments/2013/07/26/between-the-lines-obamas-latest-housing-pitches/,-1,1,-2
http://www.dailykos.com/story/2013/01/29/1182999/-Sandy-relief-vote-shows-vast-majority-of-GOP-congress-members-hate-nbsp-America,0,-1,1
"http://www.chicagotribune.com/news/politics/clout/chi-emanuel-speed-cameras-generate-more-than-2700-tickets-so-far-20131119,0,1051398.story",1,0,1
"http://www.chicagotribune.com/news/local/ct-met-illinois-sequestration-effects-20130227,0,3867862.story",1,0,1
http://www.dailykos.com/story/2013/11/24/1256843/--You-don-t-dream-when-you-ve-got-food-stamps-Really,1,1,0
http://www.washingtonpost.com/blogs/post-politics/wp/2013/04/16/inside-the-immigration-bill-e-verify-expansion-draws-fire-from-civil-libertarians/,0,-1,1
http://www.nytimes.com/2013/07/17/business/cordray-confirmed-as-head-of-financial-watchdog-after-long-wait.html,0,-1,1
http://www.washingtonpost.com/politics/as-shutdown-and-default-loom-crisis-mode-becomes-washingtons-new-normal/2013/09/21/dd06feae-21fe-11e3-966c-9c4293c47ebe_story.html,0,0,0
http://investigations.nbcnews.com/_news/2013/06/25/19062348-disabled-workers-paid-just-pennies-an-hour-and-its-legal,0,0,0
http://politicalticker.blogs.cnn.com/2013/02/24/with-deadline-looming-white-house-details-cuts/,-1,0,-1
http://www.reuters.com/article/2013/01/11/us-usa-louisiana-taxes-idUSBRE90A02K20130111,0,0,0
http://www.foxnews.com/politics/2013/03/31/labor-big-business-agree-on-key-part-immigration-reform-but-final-deal-still/,1,1,0
http://nbcpolitics.nbcnews.com/_news/2013/12/04/21756918-obama-income-gap-threatens-our-way-of-life,1,-1,2
http://www.huffingtonpost.com/2013/04/18/ohio-sex-education_n_3109223.html,0,0,0
http://www.nytimes.com/2013/01/11/arts/design/the-civil-war-in-america-at-library-of-congress.html,0,0,0
http://articles.latimes.com/2013/mar/12/nation/la-na-nn-ff-ethnic-studies-arizona-20130312,1,-1,2
http://blogs.wsj.com/law/2013/08/08/law-school-claims-bar-passage-rate-is-meaningless/,0,0,0
"http://www.chicagotribune.com/sports/sns-rt-us-usa-rutgers-coachbre93200v-20130402,0,218403.story",0,0,0
http://www.huffingtonpost.com/2013/03/11/arizona-mexican-american-studies-curriculum-constitutional_n_2851034.html,0,0,0
http://online.wsj.com/article/SB10001424052702304520704579125003614256882.html,0,0,0
http://articles.latimes.com/2013/mar/12/nation/la-na-nn-ff-ethnic-studies-arizona-20130312,0,0,0
http://www.breitbart.com/Big-Government/2013/06/29/DOJ-Defunds-Youth-Programs-that-Reference-God,-2,1,-3
http://www.huffingtonpost.com/2013/03/11/arizona-mexican-american-studies-curriculum-constitutional_n_2851034.html,0,0,0
http://www.foxnews.com/us/2013/01/16/california-teacher-who-appeared-in-porn-loses-appeal-to-get-job-back/,0,0,0
http://www.breitbart.com/Big-Government/2013/05/19/Obama-Tells-Morehouse-Graduates-of-Special-Obligation-of-Black-Men,1,0,1
http://online.wsj.com/article/SB10001424052970204573704577189520334363222.html,-2,1,-3
http://www.breitbart.com/Big-Government/2013/10/28/Soros-adviser-Obama-donors-and-leftwing-groups-gather-downtown-DC-to-develop-anti-Republican-amnesty-with-Hollywood-support,-1,0,-1
"http://www.latimes.com/news/local/la-me-mayor-endorse-20130329,0,3188279.story",2,0,2
http://www.nytimes.com/2013/09/12/nyregion/in-quinns-loss-questions-about-role-of-gender-and-sexuality.html,-1,0,-1
"http://www.latimes.com/news/nation/nationnow/la-na-nn-arizona-officials-to-continue-requiring-citizenship-on-state-voter-registration-forms-20130617,0,4840300.story",1,-1,2
http://blogs.wsj.com/metropolis/2013/03/06/christie-goes-into-campaign-mode/,0,1,-1
http://www.bbc.co.uk/news/entertainment-arts-24294901,-1,1,-2
http://www.dailykos.com/story/2013/01/26/1182240/-an-Obama-voter-as-3-5-of-a-person,1,-1,2
http://latino.foxnews.com/latino/politics/2013/05/02/does-tx-sen-ted-cruz-qualify-for-president-though-was-born-in-canada/,1,-1,2
http://www.dailykos.com/story/2013/08/07/1229633/-Racists-Go-Wild-Outside-Obama-Speech-in-Arizona,1,-2,3
http://opinionator.blogs.nytimes.com/2013/02/06/the-persistence-of-racial-resentment/,1,-1,2
http://www.washingtonpost.com/politics/after-the-first-black-president-who-will-be-second/2013/01/20/5dd3fa14-61f2-11e2-b05a-605528f6b712_story.html,0,0,0
http://www.huffingtonpost.com/2013/07/09/ed-koch-fbi-documents-released_n_3569293.html,0,0,0
http://www.dailykos.com/story/2013/01/26/1182240/-an-Obama-voter-as-3-5-of-a-person,0,-2,2
http://www.nytimes.com/2013/12/01/opinion/sunday/voter-id-gets-another-day-in-court.html,0,0,0
http://www.dailykos.com/story/2013/04/22/1203898/-The-Siegelman-Case-and-why-it-should-trouble-you,1,-2,3
http://www.dailykos.com/story/2013/08/13/1230932/-Texas-Defends-Voting-Laws-We-Don-t-Want-Democrats-To-Vote,0,-2,2
http://www.dailykos.com/story/2013/06/27/1219322/-Beware-Texas-Democrats-Wisconsin-was-there-once-too,2,-2,4
http://www.nytimes.com/2013/03/08/world/europe/women-finding-their-way-in-german-politics.html,2,-1,3
"http://www.latimes.com/news/local/la-me-mayor-analysis-20130310,0,1436082.story",1,1,0
"http://www.latimes.com/news/local/la-me-0726-antelope-race-20130726,0,1552113.story",0,0,0
http://firstread.nbcnews.com/_news/2013/02/20/17030311-first-thoughts-what-happens-if-the-sequester-sky-doesnt-fall,0,-1,1
http://news.yahoo.com/ted-cruz-natural-born-citizen-eligible-serve-president-100207138--politics.html,0,0,0
http://firstread.nbcnews.com/_news/2013/11/12/21421163-first-thoughts-a-reality-check-on-2016,1,0,1
http://www.dailykos.com/story/2013/06/18/1216972/-Abbreviated-pundit-roundup-SCOTUS-ruling-on-voting-rights,0,0,0
http://www.dailykos.com/story/2013/08/15/1231418/-Final-Tally-of-Illegal-Voters-in-Boulder-County,0,0,0
http://www.bbc.co.uk/news/world-middle-east-24894345,0,1,-1
"http://www.chicagotribune.com/news/opinion/editorials/ct-edit-voting-20130304,0,1731658.story",0,0,0
"http://www.latimes.com/local/lanow/la-me-ln-william-bratton-nypd-commissioner-20131205,0,1925859.story",0,0,0
"http://www.latimes.com/news/politics/topoftheticket/la-na-tt-scalias-slam-20130228,0,4827828.story",0,-2,2
http://www.washingtonpost.com/opinions/scalias-understanding-of-the-voting-rights-act-is-shortsighted/2013/04/26/2b63179e-ad07-11e2-b6fd-ba6f5f26d70e_story.html,0,-2,2
http://www.washingtonpost.com/politics/113th-congress-has-more-women-minorities-than-ever/2013/01/03/7d1aaf30-55e5-11e2-8b9e-dd8773594efc_story.html,-1,0,-1
http://www.nytimes.com/2013/10/01/opinion/the-dishonesty-of-voter-id-laws.html,1,-2,3
http://www.dailykos.com/story/2013/09/05/1236356/-TX-State-Sen-Wendy-Davis-Wins-Lawsuit-Against-Racist-GOP-Redistricting-Plan,2,-2,4
http://www.dailykos.com/story/2013/11/03/1252733/-90-Year-Old-Legendary-Speaker-of-the-House-Jim-Wright-Denied-Texas-Voter-ID-Card,1,-1,2
http://www.huffingtonpost.com/2013/12/09/rand-paul-african-american_n_4409356.html,0,1,-1
"http://www.latimes.com/nation/la-na-senate-newdems-20131123,0,385097.story",2,-1,3
http://www.dailykos.com/story/2013/03/15/1194126/-CPAC-Video-Black-guy-escorted-out-by-police-after-White-guy-screams-at-him-that-Race-Doesn-t-Matter,0,-1,1
http://online.wsj.com/article/SB10001424127887324520904578551302940183818.html,0,0,0
http://www.reuters.com/article/2013/04/29/us-usa-court-immigration-idUSBRE93S0GD20130429,0,0,0
http://www.usatoday.com/story/news/nation/2013/11/04/tenn-abortion-vote-battle/3429183/,0,0,0
"http://www.latimes.com/news/local/la-me-0726-antelope-race-20130726,0,1552113.story",0,0,0
http://www.washingtonpost.com/blogs/the-fix/wp/2013/10/24/why-obama-is-racing-against-the-clock-on-immigration/,1,-1,2
http://www.dailykos.com/story/2013/05/15/1209359/-Reid-Cordray-nomination-will-get-vote-next-week,-1,0,-1
http://usnews.nbcnews.com/_news/2013/11/06/21331645-californias-top-court-grills-fabulist-glass-in-his-bid-to-practice-law,0,0,0
http://www.dailykos.com/story/2013/06/05/1213919/-National-Republicans-spending-money-to-keep-Texas-Red,0,0,0
http://www.usatoday.com/story/news/world/2013/07/31/immigration-republican-house-recess/2606309/,0,1,-1
http://www.dailykos.com/story/2013/09/05/1236356/-TX-State-Sen-Wendy-Davis-Wins-Lawsuit-Against-Racist-GOP-Redistricting-Plan,0,-1,1
http://www.washingtonpost.com/blogs/post-politics/wp/2013/05/12/susan-collins-slams-obama-over-irs-targeting-of-conservative-groups/,-1,1,-2
http://www.bbc.co.uk/news/world-us-canada-22627930,0,0,0
http://www.huffingtonpost.com/2013/02/02/immigration-reform-plan_n_2605984.html,0,0,0
http://online.wsj.com/article/SB10001424127887323716304578483174116481426.html,0,0,0
http://www.cnn.com/2013/11/06/politics/new-york-mayor-family/index.html,1,0,1
http://www.nytimes.com/2013/02/05/us/politics/waiting-times-to-vote-at-polls-draw-scrutiny.html,0,0,0
http://www.huffingtonpost.com/2013/08/21/kris-kobach-ken-bennett_n_3791621.html,0,-1,1
http://www.washingtonpost.com/blogs/the-fix/wp/2013/04/01/scott-brown-filling-in-for-bill-oreilly/,0,0,0
http://www.dailykos.com/story/2013/10/24/1250239/-Tea-Party-Confederate-Secessionists-are-Finally-Crawling-out-of-Closet,1,-1,2
http://www.dailykos.com/story/2013/03/06/1191844/-Conservative-media-watchdog-asks-Black-Socialist-Pope-to-Follow-Black-Socialist-President,-1,-1,0
"http://www.latimes.com/news/politics/topoftheticket/la-na-tt-new-voting-rights-discrimination-20130628,0,5106638.story",-1,-1,0
http://www.washingtonpost.com/business/economy/in-north-carolina-unimpeded-gop-drives-state-hard-to-the-right/2013/05/25/a9c9ccd2-c3c7-11e2-914f-a7aba60512a7_story_1.html,-1,0,-1
http://www.cnn.com/2013/11/06/politics/new-york-mayor-family/index.html,0,0,0
http://www.nytimes.com/2013/07/27/opinion/blow-carving-up-the-country.html,0,-1,1
http://online.wsj.com/article/SB10001424127887323384604578328010988027782.html,0,0,0
http://www.dailykos.com/story/2013/06/09/1214731/-Abbreviated-Pundit-Round-up-Argument-about-NSA-spying-climate-change-and-more,-1,-2,1
http://www.reuters.com/article/2013/06/17/us-usa-court-voters-idUSBRE95G0K720130617,0,0,0
http://www.nytimes.com/2013/05/18/nyregion/citys-largest-union-endorsing-de-blasio-for-mayor.html,2,0,2
http://www.dailykos.com/story/2013/02/13/1186785/-BREAKING-WH-arrests-to-come-Civil-Disobedience-Action-on-Keystone-XL-today,1,-1,2
http://www.bbc.co.uk/news/world-us-canada-25552825,1,0,1
http://www.huffingtonpost.com/2013/02/13/conor-kennedy-arrested_n_2676442.html,2,2,0
http://news.yahoo.com/u-judge-orders-landmark-california-cross-taken-down-012849685.html,1,1,0
http://www.dailykos.com/story/2013/02/13/1186785/-BREAKING-WH-arrests-to-come-Civil-Disobedience-Action-on-Keystone-XL-today,0,0,0
"http://www.chicagotribune.com/news/local/suburbs/naperville_lisle/chi-naperville-smart-meters-lawsuit,0,652116.story",0,0,0
http://www.usatoday.com/story/news/world/2013/11/09/typhoon-haiyan-philippines-assistance/3483817/,1,1,0
http://politicalticker.blogs.cnn.com/2013/01/22/cnn-poll-do-americans-agree-with-obama-on-climate-change-and-immigration/,2,-2,4
http://online.wsj.com/news/articles/SB10001424052702303763804579185813663902096,0,0,0
http://www.dailykos.com/story/2013/06/03/1213449/-Romney-transition-team-report-turns-out-to-be-creepy-and-depressing,2,0,2
"http://www.latimes.com/news/nationworld/nation/la-na-court-gay-marriage-20130327,0,1101487.story",0,0,0
http://www.dailykos.com/story/2013/08/16/1231647/--It-s-just-disgusting-San-Antonio-councilwoman-s-appalling-anti-gay-rant-caught-on-tape,0,-2,2
http://www.cnn.com/2013/06/29/justice/california-same-sex-marriage/index.html,0,0,0
http://www.dailykos.com/story/2013/11/18/1256489/-Cheney-family-puts-out-statement-distancing-themselves-from-Liz-on-marriage-equality,0,-2,2
"http://www.chicagotribune.com/news/opinion/editorials/ct-edit-marriage-20130627,0,596857.story",0,0,0
http://www.foxnews.com/us/2013/08/24/churches-changing-bylaws-after-gay-marriage-ruling/,0,0,0
http://www.huffingtonpost.com/2013/03/04/se-cupp-on-cpac-gay-right_n_2806373.html,0,0,0
http://firstread.nbcnews.com/_news/2013/03/01/17148762-obama-important-for-us-to-articulate-gay-marriage-views-to-supreme-court,2,1,1
http://news.yahoo.com/smallest-state-big-battleground-gay-marriage-072938762.html,0,0,0
http://news.yahoo.com/two-boy-scout-leaders-membership-may-revoked-marching-220431746--abc-news-topstories.html,0,0,0
"http://www.latimes.com/news/opinion/opinion-la/la-ol-gay-marriage-surveys-20130401,0,4109249.story",0,-1,1
http://www.washingtonpost.com/politics/scalia-finds-his-predictions-on-same-sex-marriage-ruling-being-borne-out/2013/12/29/d2c7b90a-7097-11e3-8def-a33011492df2_story.html,0,0,0
http://www.huffingtonpost.com/2013/11/09/hawaii-gay-marriage-bill_n_4245015.html,0,0,0
http://blogs.wsj.com/washwire/2013/06/25/live-blog-tuesday-at-the-supreme-court/,0,0,0
"http://www.latimes.com/news/politics/topoftheticket/la-na-tt-las-vegas-wedding-20130401,0,2579978.story",2,-1,3
http://articles.washingtonpost.com/2013-03-26/national/38038657_1_mark-regnerus-gay-parents-social-science,0,0,0
"http://www.latimes.com/news/politics/la-pn-doma-supreme-court-ruling-20130626,0,6846934.story",0,0,0
"http://www.latimes.com/news/nationworld/nation/la-na-court-prop8-20130301,0,7758627.story",1,0,1
http://www.dailykos.com/story/2013/04/02/1198684/-The-bigots-not-happy-about-being-called-bigots,0,-2,2
http://online.wsj.com/article/AP71cf5733c2614aeeb19bfdce4ff05c29.html,2,-1,3
http://www.dailykos.com/story/2013/08/16/1231647/--It-s-just-disgusting-San-Antonio-councilwoman-s-appalling-anti-gay-rant-caught-on-tape,0,0,0
http://www.bbc.co.uk/news/uk-politics-22749728,-1,-1,0
http://www.breitbart.com/Big-Journalism/2013/04/16/Liberal-Magazine-Admits-Gay-Marriage-Leads-to-Polygamy-and-Endorses-Both,0,0,0
http://nbcpolitics.nbcnews.com/_news/2013/05/29/18564560-with-suspense-building-high-court-has-more-than-marriage-on-the-list-of-big-decisions,1,-1,2
http://nbcpolitics.nbcnews.com/_news/2013/05/29/18564560-with-suspense-building-high-court-has-more-than-marriage-on-the-list-of-big-decisions,0,0,0
http://usnews.nbcnews.com/_news/2013/12/24/22038630-utah-headed-to-supreme-court-after-appeals-court-refuses-to-stop-same-sex-weddings,2,-1,3
http://www.usatoday.com/story/news/nation/2013/12/23/utah-gay-marriage/4173473/,0,0,0
http://www.bbc.co.uk/news/uk-northern-ireland-22418685,0,0,0
